"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"PPEF1",-1.48941454834954,0.393559870637051,-8.01690704557754,8.37986924668907e-13,1.33273440499343e-08,17.9749521698814
"PYDC2-AS1",-1.34738461388242,1.62396046632055,-7.7037152876802,4.34569598139127e-12,3.45569744440234e-08,16.9248317637407
"ADCYAP1",-1.41032722787578,1.96687022551452,-7.52020532276859,1.12951479851466e-11,4.74211251619694e-08,16.0970523013028
"LINC01007",-1.64157001656394,1.01817382039742,-7.50970787609408,1.19268423445597e-11,4.74211251619694e-08,15.8361241833362
"HSPB3",-1.31353056410651,0.159033578229216,-6.9887327340438,1.71769626424978e-10,4.36682371045894e-07,13.0383139111503
"PART1",-1.31605901496257,2.83868305285728,-6.96647505772568,1.92201747819496e-10,4.36682371045894e-07,13.4767822665007
"AGBL1",-1.31279772827443,0.839226578050906,-6.81279788764264,4.16016525444331e-10,8.27040852583331e-07,12.4858981039932
"SOWAHB",-1.46620481083961,1.61618284492256,-6.70606902193821,7.08349864802844e-10,1.12655962498244e-06,12.1554950612766
"LOC105374898",-0.978381750419787,4.52757764523127,-6.64167323870132,9.74942409838139e-10,1.40958946236961e-06,11.9253414402692
"SLC6A12",1.02076657468916,5.38261321690783,6.58595028542441,1.28402104416706e-09,1.66789610402359e-06,11.659148151177
"KANK2",0.808758184315957,4.84332258344045,6.5737936872649,1.36334565846998e-09,1.66789610402359e-06,11.6033332947471
"C3orf80",-1.13534919372885,2.79568699233088,-6.5444019133073,1.57566784807171e-09,1.69439254021368e-06,11.468892383556
"PRMT8",-1.18443855014837,2.67667371543772,-6.48359660602081,2.12383080595542e-09,1.98690618458324e-06,11.1830970602682
"FRMPD2B",-1.08172642214038,1.52035458031361,-6.44655274062631,2.54594992803058e-09,2.24948820307768e-06,10.9349143770491
"FBLN7",-0.804036347832074,2.56919981560135,-6.42855459257635,2.77990524372599e-09,2.32692699980096e-06,10.9224650349161
"ADAMTS3",-0.989483769091287,1.17562080548566,-6.39745088002548,3.23519132086704e-09,2.49113782685258e-06,10.6524336134878
"HTR3B",-1.13638525495141,1.78798029745052,-6.37122217509341,3.67565902012388e-09,2.49113782685258e-06,10.6214878095276
"MAP4K3-DT",-0.764230789918792,2.6032665183595,-6.36662313842899,3.75876288798176e-09,2.49113782685258e-06,10.6371262238421
"IGFN1",-1.47177491630053,0.63287506510654,-6.3665958038097,3.75926231416385e-09,2.49113782685258e-06,10.4278058282086
"LYRM9",-0.832063083171361,4.43595821235018,-6.30420331753732,5.08763167904186e-09,2.88977479369578e-06,10.3383069802151
"MIR7-3HG",-0.853409476902035,1.60210019105037,-6.2750595056332,5.85730119536366e-09,3.00499636094458e-06,10.1589938083244
"NAV2-AS6",-0.824877331771006,2.44748644689798,-6.26327708176312,6.20005653589613e-09,3.00499636094458e-06,10.1594655667314
"NRN1",-0.925700697784584,5.37737820599884,-6.26210493121392,6.23521629220141e-09,3.00499636094458e-06,10.1482068363171
"PFN2",-0.696946278167904,7.85344579143449,-6.22265145593843,7.54032601656771e-09,3.37249033396063e-06,9.97354430712326
"LY86-AS1",-1.23630260270793,1.90680589115184,-6.22008694481995,7.63390669156078e-09,3.37249033396063e-06,9.94520267718109
"RIPOR3",1.3527144026554,3.03749463669289,6.21054405009826,7.99228447120021e-09,3.39541701675214e-06,9.9066273783847
"EID2B",-0.707126618610424,2.99497952278803,-6.16709442250921,9.84478866847941e-09,3.73861576276771e-06,9.72511050357495
"ITGA11",0.792795062102,1.55162052497973,6.15268948504973,1.05476559142195e-08,3.81249817408517e-06,9.50093288296465
"NEUROD6",-1.35995943845629,3.07172179543199,-6.09301015953064,1.40243494240176e-08,4.13045584735212e-06,9.38542512999473
