SYMBOL,K,K_used,Z,P,Dir,FDR
NDUFB5,3,3,-10.929538729951743,8.3270622914656e-28,down,6.4937091521307505e-24
PPP1R2,3,3,-10.924730880023573,8.78002859941962e-28,down,6.4937091521307505e-24
FAM162A,3,3,-10.610852279685998,2.653177689565769e-26,down,1.308193479468562e-22
CDC123,3,3,-10.157907899970537,3.055626708351185e-24,down,9.027015882629253e-21
OCIAD1,3,3,-10.156947413255637,3.085869908739844e-24,down,9.027015882629253e-21
DYNC2LI1,4,4,-10.140250870939695,3.661580266074602e-24,down,9.027015882629253e-21
UBLCP1,5,5,-10.112651577757719,4.8552104513768536e-24,down,1.0259753285252346e-20
TTC19,3,3,-10.080310698870536,6.751230198596042e-24,down,1.2483024637204082e-20
DLD,3,3,-9.976695592234496,1.9278015728070866e-23,down,3.1684489849958254e-20
C5ORF22,4,4,-9.956128243469788,2.3711783040558155e-23,down,3.507446947359362e-20
GYPC,3,3,9.915479263645686,3.565411539129845e-23,up,4.794506135164424e-20
OPA1,3,3,-9.871898259656692,5.511162547135589e-23,down,6.793426366435804e-20
EXOC6,2,2,-9.826431308059322,8.663448117054559e-23,down,9.374299174690875e-20
GLMN,4,4,-9.817179304449951,9.496350676104751e-23,down,9.374299174690875e-20
SNX14,2,2,-9.812722065751364,9.925431659594302e-23,down,9.374299174690875e-20
NDUFA9,3,3,-9.806570851211161,1.0549265245939305e-22,down,9.374299174690875e-20
MDGA1,4,4,9.804446525499996,1.0773599646413255e-22,up,9.374299174690875e-20
TSNAX,3,3,-9.78158705685435,1.3507563228472417e-22,down,1.1100215293086888e-19
LRRC49,2,2,-9.704516639297607,2.884401931977258e-22,down,2.1392857198963194e-19
GSTA4,4,4,-9.704231060085055,2.8924901567013513e-22,down,2.1392857198963194e-19
SKP1,4,4,-9.649053754623914,4.961138259154054e-22,down,3.4945312918765128e-19
GPCPD1,3,3,-9.643448465142718,5.239753471037884e-22,down,3.523019697436017e-19
RFX1,3,3,9.632197452745332,5.846558609503702e-22,up,3.76009978051212e-19
TXNDC9,3,3,-9.614508779787117,6.943999832265256e-22,down,4.279818563286153e-19
TM2D2,3,3,-9.587498432017778,9.024649935582463e-22,down,5.339704873885432e-19
CREBBP,3,3,9.569825980086343,1.0708576455127751e-21,up,6.004208765935696e-19
LRP4,4,4,9.567430553351896,1.0959548180115183e-21,up,6.004208765935696e-19
MRPS30,2,2,-9.561625997808985,1.1592092438994913e-21,down,6.0941222130887475e-19
CHML,4,4,-9.558499382747916,1.194764360327026e-21,down,6.0941222130887475e-19
NME5,2,2,-9.535627002891356,1.4898253335999692e-21,down,7.345832111536914e-19
SEC22A,3,3,-9.513186336467768,1.849101321554868e-21,down,8.823195725303099e-19
CERS1,4,4,9.501695804979246,2.0649964584854467e-21,up,9.545446129348976e-19
BTBD10,2,2,-9.495060771659828,2.200829688928259e-21,down,9.731699737324165e-19
ORC5,2,2,-9.493368311679255,2.2368698693146403e-21,down,9.731699737324165e-19
PACRGL,2,2,-9.48753957418651,2.365515822673845e-21,down,9.99734572828329e-19
MTCH2,4,4,-9.460585636630922,3.0622327205744583e-21,down,1.2582374000760385e-18
RAB11A,3,3,-9.453656622389044,3.2719625211164253e-21,down,1.3080775570906532e-18
EHMT1,3,3,9.449662323149212,3.3992552111712766e-21,up,1.3232048179906717e-18
ARL15,2,2,-9.43598962715534,3.873205248081056e-21,down,1.45825534092845e-18
DDX10,2,2,-9.434107697022098,3.943362198292185e-21,down,1.45825534092845e-18
CD37,3,3,9.426577152431337,4.2368956477881226e-21,up,1.5285892785873635e-18
NIT2,4,4,-9.423998719503993,4.342286455167872e-21,down,1.5293119344010276e-18
ALG14,3,3,-9.404492091140675,5.228209895402814e-21,down,1.798504204018568e-18
ZWILCH,3,3,-9.352906530822075,8.527158682063725e-21,down,2.8666757096610597e-18
DENR,2,2,-9.33855945973156,9.765365152555345e-21,down,3.2099840297021923e-18
FAM104A,2,2,-9.327962708055418,1.0792537214297644e-20,down,3.470504575519364e-18
CEBPZOS,2,2,-9.292867561471935,1.5018644479079882e-20,down,4.723135199960209e-18
TMX3,3,3,-9.29070784761063,1.5326560951736752e-20,down,4.723135199960209e-18
NDUFA5,4,4,-9.287394255570097,1.581116526458368e-20,down,4.773035848851466e-18
MTX3,2,2,-9.28272155810241,1.6520380797279915e-20,down,4.88738945506729e-18
BCAP29,2,2,-9.2760409820036,1.758929613182419e-20,down,5.05974723774396e-18
TCEAL7,4,4,-9.274848854463318,1.778710494609829e-20,down,5.05974723774396e-18
DNAJC19,2,2,-9.267105678330658,1.9126549151210942e-20,down,5.237958060705059e-18
CLIP2,3,3,9.267014079087053,1.914297676961102e-20,up,5.237958060705059e-18
ZNF449,4,4,-9.262759790538421,1.992151816630726e-20,down,5.237958060705059e-18
AMN1,2,2,-9.261386507542285,2.017945300099565e-20,down,5.237958060705059e-18
PLEKHH3,3,3,9.25991572569354,2.0459362915452774e-20,up,5.237958060705059e-18
RGL2,4,4,9.25950488728198,2.053823468908149e-20,up,5.237958060705059e-18
LRRC8B,3,3,-9.251364516336459,2.2164480313127004e-20,down,5.556898182911434e-18
CROT,3,3,-9.24356866154787,2.3841012237791278e-20,down,5.8776042170234764e-18
CLN3,3,3,9.229585267516518,2.7168177367347845e-20,up,6.5880603216034316e-18
VRK1,2,2,-9.224547084978706,2.847617783011814e-20,down,6.72513642068729e-18
TIPRL,4,4,-9.223921959089909,2.8642752467773074e-20,down,6.72513642068729e-18
PSMA6,3,3,-9.220576983369616,2.955057740937775e-20,down,6.7520439171332234e-18
YBX1,3,3,9.220143509309317,2.967028492520684e-20,up,6.7520439171332234e-18
PRKAA2,2,2,-9.215991147951684,3.084156260261359e-20,down,6.813790490066881e-18
KNTC1,2,2,-9.21591697092004,3.08628963517091e-20,down,6.813790490066881e-18
SCOC,3,3,-9.209962419126938,3.262391295670057e-20,down,7.030024935067835e-18
GPS2,3,3,9.209408017743163,3.2792842111930814e-20,up,7.030024935067835e-18
TRAPPC6B,3,3,-9.166531907882032,4.884815959719917e-20,down,1.0322313953739574e-17
CCNH,2,2,-9.163887593848202,5.006060741008394e-20,down,1.0429528236760022e-17
RNASEH2B,2,2,-9.156942713374804,5.338839871904742e-20,down,1.0968349914613186e-17
KANK2,4,4,9.149137180008905,5.739007445505523e-20,up,1.1511630109180296e-17
TRAPPC13,4,4,-9.148762812177033,5.75892798863806e-20,down,1.1511630109180296e-17
LRRTM4,2,2,-9.146693419149768,5.87028214966073e-20,down,1.1577761807704201e-17
GCNT4,2,2,-9.138582111543586,6.327647870957801e-20,down,1.2192526748276999e-17
BCL9L,4,4,9.138254547106756,6.346839910879725e-20,up,1.2192526748276999e-17
ARL6IP6,3,3,9.12961122769367,6.874572017469666e-20,up,1.3037008882360424e-17
LRRC40,4,4,-9.11941273266698,7.553250624289093e-20,down,1.4142744713225853e-17
SIPA1L3,4,4,9.106373547026106,8.518165677505484e-20,up,1.575008833770764e-17
RWDD2B,4,4,-9.094071404162726,9.539816729642374e-20,down,1.7421354205539508e-17
ASAH2B,3,3,-9.082704192701755,1.0591015440545787e-19,down,1.8770405128522718e-17
POLB,2,2,-9.082680525078208,1.0593319362817728e-19,down,1.8770405128522718e-17
HSPB11,2,2,-9.081095712289459,1.074872510995832e-19,down,1.8770405128522718e-17
PTS,2,2,-9.080717636623863,1.0786130583588636e-19,down,1.8770405128522718e-17
MNAT1,2,2,-9.076170573422326,1.124620513172743e-19,down,1.9343472826571178e-17
SLF1,2,2,-9.05977064091011,1.3072514318414113e-19,down,2.2226279517009373e-17
ARHGEF10L,4,4,9.055724145048147,1.3566458821169937e-19,up,2.2803983963948377e-17
UBE2V2,3,3,-9.049058704469523,1.4420603974514204e-19,down,2.3967367864158887e-17
USP14,3,3,-9.041494078912955,1.5454483505627752e-19,down,2.5253647909125067e-17
UBE2V1,2,2,-9.039846191447037,1.5689241586159671e-19,down,2.5253647909125067e-17
FEZ2,3,3,-9.03972459145844,1.5706703675226514e-19,down,2.5253647909125067e-17
SEH1L,4,4,-9.036155075611934,1.6227940811245624e-19,down,2.5811150589241428e-17
AIG1,4,4,-9.034205677601726,1.6519779632577477e-19,down,2.5995806417562346e-17
C1D,2,2,-9.032991879822157,1.6704107509782298e-19,down,2.6009174556284184e-17
MTMR9,2,2,-9.029627132208082,1.722577258937174e-19,down,2.6542044598123622e-17
BCAS2,3,3,-9.028203703063735,1.7451274661174807e-19,down,2.6612294308051312e-17
CYCS,4,4,-9.02091035304544,1.8653268502702721e-19,down,2.8155015070610066e-17
ATAD1,3,3,-9.018194375776424,1.912148210971847e-19,down,2.857019831989451e-17
TBC1D32,2,2,-9.015860819099846,1.9533031466399197e-19,down,2.8893260145097687e-17
MGAT1,3,3,8.99718123801024,2.3158705534829435e-19,up,3.3917185373385844e-17
PACSIN2,2,2,8.98950639074553,2.48343254265427e-19,up,3.5983977384659156e-17
DYNLT3,3,3,-8.988527636283838,2.5056447205380566e-19,down,3.5983977384659156e-17
MRPS10,2,2,-8.976923306737975,2.784438485110523e-19,down,3.960328276130274e-17
ACTR10,3,3,-8.969055523579277,2.9906778193454888e-19,down,4.213152981310331e-17
NT5DC2,4,4,8.963541580582415,3.1441395312977365e-19,up,4.3875577308449164e-17
NLK,3,3,-8.959451210635052,3.2629830067858447e-19,down,4.510845293119272e-17
DNM1L,4,4,-8.95396186006685,3.42947360722613e-19,down,4.6971086664897144e-17
SCFD1,2,2,-8.94558503642614,3.699846768976412e-19,down,5.0209296703393655e-17
LRPPRC,4,4,-8.941364283118457,3.843949747008008e-19,down,5.169064059794768e-17
BRMS1L,2,2,-8.928137629529832,4.332404400974279e-19,down,5.689216664557311e-17
FZD9,3,3,8.927781857926254,4.346356457512908e-19,up,5.689216664557311e-17
CHCHD7,4,4,-8.927668101513992,4.350826924831508e-19,down,5.689216664557311e-17
MSH2,3,3,-8.926713647720389,4.388515006161782e-19,down,5.689216664557311e-17
RAD51C,2,2,-8.925845729911554,4.423065957437066e-19,down,5.689216664557311e-17
NKIRAS1,2,2,-8.922731982529323,4.549247077565402e-19,down,5.76663240021801e-17
GTF2H1,4,4,-8.921221310601178,4.6117400297171605e-19,down,5.76663240021801e-17
SCRIB,2,2,8.92006269940742,4.660242996150868e-19,up,5.76663240021801e-17
GCC2,2,2,-8.91985517245534,4.668983761790947e-19,down,5.76663240021801e-17
LZTFL1,2,2,-8.919637325028003,4.678176636196331e-19,down,5.76663240021801e-17
UGGT2,2,2,-8.910610217575922,5.075244785157481e-19,down,6.126087099393926e-17
RCN2,3,3,-8.910407886629557,5.084515766074756e-19,down,6.126087099393926e-17
BRWD1,2,2,-8.909507976041777,5.125953545975735e-19,down,6.126087099393926e-17
TMEM242,3,3,-8.909302893092008,5.135443485159862e-19,down,6.126087099393926e-17
